Client2 Url,Malicious
https://bluewworks.wordpress.com/classes/,False
https://bluewworks.github.io/classes/york/Introduction%20to%20Microeconomics/,False
https://wordpress.com/page/bluewworks.wordpress.com/5010,False
view-source:https://bluewworks.github.io/classes/,False
https://bluewworks.github.io/classes/,False
https://bluewworks.github.io/,False
https://books.scholarsportal.info/en/read?id=/ebooks/ebooks3/ogdc/2017-10-10/3/337309-3#page=NaN,False
https://books.scholarsportal.info/en/read?id=/ebooks/ebooks3/ogdc/2017-10-10/3/337309-3,False
https://www.library.yorku.ca/find/Search/Results?type=AllFields&lookfor=Cambridge&mylang=en,False
https://bluewworks.github.io/files/Papyrus/checkout4.html,False
https://bluewworks.github.io/files/Papyrus/checkout1.html,False
https://bluewworks.github.io/files/,False
https://bluewworks.github.io/bookds,False
https://onedrive.live.com/?authkey=%21AI5U%5FsVgpU0wCio&cid=B680609FB3A97FED&id=B680609FB3A97FED%21157&parId=root&o=OneUp,False
https://www.library.yorku.ca/find/Record/43279,False
https://www.library.yorku.ca/find/MyResearch/CheckedOut,False
https://www.library.yorku.ca/find/MyResearch/MyList,False
https://www.library.yorku.ca/web/,False
https://www.google.com/search?q=york+libarry&rlz=1C1CHBF_enCA854CA854&oq=york+libarry&aqs=chrome..69i57j0l5.4839j0j7&sourceid=chrome&ie=UTF-8,False
https://github.com/,False
https://bluewworks.wordpress.com/,False
https://bluewworks.wordpress.com/notes-2/podcasts-sounds/,False
https://bluewworks.wordpress.com/books/pdfs/,False
https://bluewworks.wordpress.com/books/,False
https://bluewworks.wordpress.com/4962-2/,False
https://wordpress.com/customize/bluewworks.wordpress.com,False
https://wordpress.com/posts/my/bluewworks.wordpress.com,False
https://bluewworks.wordpress.com/2019/09/29/schedule/,False
https://wordpress.com/post/bluewworks.wordpress.com/5015,False
https://wordpress.com/post/bluewworks.wordpress.com,False
https://wordpress.com/stats/day/bluewworks.wordpress.com,False
view-source:https://bluewworks.github.io/Schedules/index.html,False
https://bluewworks.github.io/Schedules/index.html,False
https://bluewworks.wordpress.com/home-2/first-year-coursesnon-mathematics/sc-phys-1410-3-00physical-science/,False
https://bluewworks.wordpress.com/home-2/,False
https://bluewworks.wordpress.com/home-2/second-year-courses/sc-math-2031-1-00/,False
https://bluewworks.wordpress.com/wp-admin/post.php?post=5010&action=edit,False
https://bluewworks.wordpress.com/wp-admin/post-new.php?post_type=page&wp-post-new-reload=true,False
https://bluewworks.wordpress.com/?s=classes,False
https://bluewworks.wordpress.com/wp-admin/post-new.php?post_type=page,False
https://wordpress.com/,False
https://login.live.com/login.srf?wa=wsignin1.0&rpsnv=13&ct=1569722172&rver=7.1.6819.0&wp=MBI_SSL_SHARED&lc=1033&id=250206&cbcxt=sky&ru=https%3A%2F%2Fonedrive%2Elive%2Ecom%2F%3Fid%3DB680609FB3A97FED%2521157%26cid%3DB680609FB3A97FED%26action%3DShareByLink%26authkey%3D%2521AI5U%255FsVgpU0wCio&wreply=https%3A%2F%2Fonedrive%2Elive%2Ecom%2F%3Fid%3DB680609FB3A97FED%2521157%26cid%3DB680609FB3A97FED%26action%3DShareByLink%26authkey%3D%2521AI5U%255FsVgpU0wCio,False
https://bluewworks.wordpress.com/wp-admin/nav-menus.php,False
https://wordpress.com/view/bluewworks.wordpress.com,False
https://wordpress.com/import/bluewworks.wordpress.com,False
https://wordpress.com/export/allowingchain.wordpress.com,False
https://wordpress.com/stats/day/allowingchain.wordpress.com,False
https://wordpress.com/stats/allowingchain.wordpress.com,False
https://allowingchain.wordpress.com/home/fourth-year-courses/sc-math-4090-3-00mathematical-modelling/,False
https://allowingchain.wordpress.com/,False
https://www.google.com/search?rlz=1C1CHBF_enCA854CA854&sxsrf=ACYBGNQSTfgGX3OzpLgv6yfKItmj86HOaQ%3A1569722544058&ei=sBCQXZubA4ae-gTj_J7wAQ&q=york+news&oq=york+news&gs_l=psy-ab.3..0l10.7577.10510..10688...0.1..0.137.1136.1j9......0....1..gws-wiz.....0..0i71j0i131i273j0i273j0i131j0i10i67j0i10.B4GTmcSjtTY&ved=0ahUKEwibs4mV-PTkAhUGj54KHWO-Bx4Q4dUDCAs&uact=5,False
https://www.google.com/search?q=yorkcourses&rlz=1C1CHBF_enCA854CA854&oq=yorkcourses&aqs=chrome..69i57j0l5.6743j0j7&sourceid=chrome&ie=UTF-8,False
https://wordpress.com/plugins/bluewworks.wordpress.com,False
https://wordpress.com/activity-log/bluewworks.wordpress.com,False
https://datawworks.wordpress.com/,False
https://bluewworks.wordpress.com/4962-2/?preview_id=4962&preview_nonce=02f4595425&_thumbnail_id=-1&preview=true,False
https://bluewworks.wordpress.com/wp-admin/post.php?post=4962&action=edit,False
https://bluewworks.wordpress.com/wp-admin/nav-menus.php?action=locations,False
https://bluewworks.wordpress.com/?s=.opml,False
https://bluewworks.wordpress.com/stephen-wolfram/,False
https://bluewworks.wordpress.com/schedule/,False
https://bluewworks.wordpress.com/schedule/archive/,False
https://bluewworks.wordpress.com/dresses/people/,False
https://bluewworks.wordpress.com/links/,False
https://www.paypal.com/paypalme2/mathwworks,False
https://bluewworks.wordpress.com/wp-admin/options-general.php?page=email_post_changes,False
https://bluewworks.wordpress.com/wp-admin/options-general.php?page=webhooks,False
https://bluewworks.wordpress.com/wp-admin/,False
https://bluewworks.wordpress.com/backup/backup-linkspages/,False
https://bluewworks.wordpress.com/dresses/docs/,False
https://datawworks.fandom.com/wiki/Datawworks_Wiki,False
https://mathwworks.wordpress.com/,False
https://bluewworks.wordpress.com/links/quick-links/politics-and-law/,False
https://bluewworks.wordpress.com/links/quick-links/,False
https://wordpress.com/page/bluewworks.wordpress.com/3481,False
https://wordpress.com/pages/bluewworks.wordpress.com?s=Links,False
https://wordpress.com/pages/bluewworks.wordpress.com,False
https://drive.google.com/drive/u/2/my-drive,False
https://mail.google.com/mail/u/2/?tab=wm&ogbl#inbox/FMfcgxwDrRWCDGqlkJLMkLZbzrXTLXfp,False
https://mail.google.com/mail/u/2/?tab=wm&ogbl#inbox/FMfcgxwDrRWCDGrFDXtmwgBlTRBBCMQf,False
https://mail.google.com/mail/u/2/?tab=wm&ogbl#inbox/FMfcgxwDrRWCDHwdsNRFlvQshMKvdzDx,False
https://mail.google.com/mail/u/2/?tab=wm&ogbl#inbox/FMfcgxwDrRWCDHwwFzDjRHZddRBWRXnG,False
https://mail.google.com/mail/u/2/?tab=wm&ogbl#inbox/FMfcgxwDrRWCDHxPjCgpTcvpznnfDrQg,False
https://mail.google.com/mail/u/2/?tab=wm&ogbl#inbox/FMfcgxwDrRWCDKFkRTKNFTsmPHPFPqCN,False
https://mail.google.com/mail/u/2/?tab=wm&ogbl#inbox/FMfcgxwDrRWCDKGMCVbwpGkxFxwSFwhM,False
https://mail.google.com/mail/u/2/?tab=wm&ogbl#inbox/FMfcgxwDrRWCDKHHDfHHsptlkbSRZsfp,False
https://mail.google.com/mail/u/2/?tab=wm&ogbl#inbox/FMfcgxwDrRXJgdtrpjlqbLjtlQsmSnGW,False
https://mail.google.com/mail/u/2/?tab=wm&ogbl#inbox/FMfcgxwDrRXKJwdRtvHdFJvnxwvFSRxJ,False
https://mail.google.com/mail/u/2/?tab=wm&ogbl#inbox/FMfcgxwDrRXKJnhXlChKGbwsdVCjvxfq,False
https://mail.google.com/mail/u/2/?tab=wm&ogbl#inbox/FMfcgxwDrRXKcjktQdLcpncBlrtmMFlh,False
https://mail.google.com/mail/u/2/?tab=wm&ogbl#inbox/FMfcgxwDrRXKlrmvCVCFNPhTlJcgHRpm,False
https://mail.google.com/mail/u/2/?tab=wm&ogbl#inbox/FMfcgxwDrRXKvLvllZtfpkjVvVqbdZDs,False
https://mail.google.com/mail/u/2/?tab=wm&ogbl#inbox/FMfcgxwDrRZRrmxxvLTZSwrpczPVGqKk,False
https://mail.google.com/mail/u/2/?tab=wm&ogbl#inbox/FMfcgxwDrRZSCHGRmfXDRjMTsbCjWXvf,False
https://mail.google.com/mail/u/2/?tab=wm&ogbl#inbox/FMfcgxwDrRZSLSbLmqKSJjWzNhZMchhM,False
https://moodle.yorku.ca/moodle/course/view.php?id=162206,False
https://moodle.yorku.ca/moodle/user/index.php?id=162206,False
https://moodle.yorku.ca/moodle/course/view.php?id=162206&section=1,False
https://moodle.yorku.ca/moodle/mod/quiz/view.php?id=2181410,False
https://moodle.yorku.ca/moodle/course/view.php?id=162206&section=3,False
https://moodle.yorku.ca/moodle/grade/report/user/index.php?id=162206&userid=221887&group,False
https://moodle.yorku.ca/moodle/grade/report/overview/index.php?id=154657,False
https://moodle.yorku.ca/moodle/grade/report/user/index.php?id=154657,False
https://moodle.yorku.ca/moodle/course/view.php?id=154657,False
https://moodle.yorku.ca/moodle/my/,False
https://passportyork.yorku.ca/ppylogin/ppylogin,False
https://mail.google.com/mail/u/2/?tab=wm&ogbl#inbox/FMfcgxwDrRZSTsPHplDHgBZjFZrsSwhV,False
https://mail.google.com/mail/u/2/?tab=wm&ogbl#inbox,False
https://www.google.com/webhp?authuser=2,False
https://github.com/Automattic/wp-desktop/blob/983018de779d990bc82285f32f15511ff94bd16c/.circleci/config.yml,False
https://github.com/Automattic/wp-desktop/tree/develop/.circleci,False
https://github.com/Automattic/wp-desktop,False
https://apps.wordpress.com/desktop/,False
https://www.google.com/search?q=wordpress+app&oq=wordpress+app&aqs=chrome..69i57j0l4j69i65.4813j0j7&sourceid=chrome&ie=UTF-8,False
https://www.netflix.com/watch/80178958?trackId=200257859,False
